#gene_id	transcript_id	chr	strand	transcript_intron_reads_FPK	intron_reads_FPK
ENSMUSG00000026028	ENSMUST00000174359	chr1	-	0	0,0,0,0
ENSMUSG00000026029	ENSMUST00000027189	chr1	+	2.088305489260143	0,2.088305489260143,0,0,0,0,0,0,0,0
ENSMUSG00000026029	ENSMUST00000165549	chr1	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026029	ENSMUST00000190213	chr1	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026029	ENSMUST00000191201	chr1	+	2.088305489260143	0,2.088305489260143,0,0,0,0,0,0,0,0,0
ENSMUSG00000026031	ENSMUST00000069333	chr1	+	15.93601357287848	1.3333333333333333,24.246969128858893,20.232458028411536,28.738690792974985,26.94300518134715,14.534883720930232,10.54945054945055,4.601226993865031,9.298618490967057,14.941302027748131,2.0
ENSMUSG00000026031	ENSMUST00000097722	chr1	+	17.114209980407974	1.3333333333333333,39.97648442092887,24.246969128858893,20.232458028411536,28.738690792974985,26.94300518134715,14.534883720930232,10.54945054945055,4.601226993865031,9.298618490967057,14.941302027748131,2.0
ENSMUSG00000026031	ENSMUST00000097723	chr1	+	39.97648442092888	1.3333333333333333,39.97648442092887,0,2.0
ENSMUSG00000026031	ENSMUST00000114309	chr1	+	24.377278250303767	1.3333333333333333,24.246969128858893,20.232458028411536,28.738690792974985,26.94300518134715,2.0
ENSMUSG00000026031	ENSMUST00000114313	chr1	+	17.114209980407974	1.3333333333333333,27.004741290455573,20.232458028411536,28.738690792974985,26.94300518134715,14.534883720930232,10.54945054945055,4.601226993865031,9.298618490967057,14.941302027748131,2.0
ENSMUSG00000026031	ENSMUST00000123032	chr1	+	11.691884456671252	1.3333333333333333,42.944785276073624,26.94300518134715,14.534883720930232,10.54945054945055,4.601226993865031,9.298618490967057,2.0
ENSMUSG00000026031	ENSMUST00000123553	chr1	+	32.10239194292908	1.3333333333333333,32.10239194292908,2.0
ENSMUSG00000026031	ENSMUST00000124567	chr1	+	39.97648442092888	1.3333333333333333,39.97648442092887,2.0
ENSMUSG00000026031	ENSMUST00000140940	chr1	+	17.114209980407974	1.3333333333333333,39.97648442092887,24.246969128858893,24.036173250832935,26.94300518134715,14.534883720930232,10.54945054945055,4.601226993865031,9.298618490967057,14.941302027748131,2.0
ENSMUSG00000026031	ENSMUST00000149874	chr1	+	39.97648442092888	1.3333333333333333,39.97648442092887,2.0
ENSMUSG00000026031	ENSMUST00000156870	chr1	+	39.97648442092888	1.3333333333333333,39.97648442092887,0,2.0
ENSMUSG00000026031	ENSMUST00000164900	chr1	+	26.10759493670886	1.3333333333333333,39.97648442092887,24.246969128858893,24.036173250832935,2.0
ENSMUSG00000026031	ENSMUST00000189858	chr1	+	0	1.3333333333333333,2.0
ENSMUSG00000026032	ENSMUST00000027193	chr1	+	14.402358811521887	0,12.446254808780267,16.36735621732212,4.0
ENSMUSG00000026034	ENSMUST00000034868	chr1	-	0	0.9738771769019248,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000123580	chr1	-	0	0.9738771769019248,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000129303	chr1	-	0	0.9738771769019248,0,0,0
ENSMUSG00000026034	ENSMUST00000129577	chr1	-	0	0.9738771769019248,0,0,0,0
ENSMUSG00000026034	ENSMUST00000131051	chr1	-	0	0.9738771769019248,0,0
ENSMUSG00000026034	ENSMUST00000135380	chr1	-	0	0.9738771769019248,0,0,0,0
ENSMUSG00000026034	ENSMUST00000139787	chr1	-	0	0.9738771769019248,0,0
ENSMUSG00000026034	ENSMUST00000141570	chr1	-	0	0.9738771769019248,0,0,0
ENSMUSG00000026034	ENSMUST00000147258	chr1	-	0	0.9738771769019248,0,0
ENSMUSG00000026034	ENSMUST00000148330	chr1	-	0	0.9738771769019248,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000151338	chr1	-	0	0.9738771769019248,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000156931	chr1	-	0	0.9738771769019248,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000186552	chr1	-	0	0.9738771769019248,0,0,0,0,0
ENSMUSG00000026035	ENSMUST00000081677	chr1	-	5.410279531109107	0,0,0,0,0,1.0660980810234542,29.239766081871345,0
ENSMUSG00000026035	ENSMUST00000114345	chr1	-	5.410279531109107	0,0,0,0,1.0660980810234542,29.239766081871345,0
ENSMUSG00000026035	ENSMUST00000114348	chr1	-	5.410279531109107	0,0,0,0,0,1.0660980810234542,29.239766081871345,0
ENSMUSG00000026035	ENSMUST00000117069	chr1	-	5.410279531109107	0,0,0,0,0,1.0660980810234542,29.239766081871345,0
ENSMUSG00000026035	ENSMUST00000124550	chr1	-	5.410279531109107	0,0,0,1.0660980810234542,29.239766081871345,0
ENSMUSG00000026035	ENSMUST00000185990	chr1	-	5.410279531109107	0,0,0,0,1.0660980810234542,29.239766081871345,0
ENSMUSG00000026035	ENSMUST00000186242	chr1	-	0	0,0,0
ENSMUSG00000026035	ENSMUST00000188896	chr1	-	0	0,0
ENSMUSG00000026035	ENSMUST00000190048	chr1	-	5.410279531109107	0,0,0,0,1.0660980810234542,29.239766081871345,0
ENSMUSG00000026036	ENSMUST00000087521	chr1	+	3.6926323193247756	0,1.0887316276537835,5.400098183603338,5.198180636777128,0,1.3368983957219251,5.797985962770827,0
ENSMUSG00000026036	ENSMUST00000114337	chr1	+	1.8337196830778812	0,1.0887316276537835,5.400098183603338,5.198180636777128,0,1.3368983957219251,1.4418917619917333,0
ENSMUSG00000026036	ENSMUST00000129759	chr1	+	3.355704697986577	0,1.0887316276537835,0,11.458333333333332,0
ENSMUSG00000026036	ENSMUST00000140723	chr1	+	4.051707505305807	0,11.458333333333332,5.198180636777128,0,1.3368983957219251,0
ENSMUSG00000026036	ENSMUST00000151272	chr1	+	0.5737234652897304	0,0.6027727546714888,0,0
ENSMUSG00000026036	ENSMUST00000171597	chr1	+	4.194191045402118	0,5.400098183603338,5.198180636777128,0,1.3368983957219251,5.797985962770827,0
ENSMUSG00000026036	ENSMUST00000185578	chr1	+	0	0,0
ENSMUSG00000026036	ENSMUST00000188295	chr1	+	5.797985962770827	0,5.797985962770827,0
ENSMUSG00000026037	ENSMUST00000027198	chr1	-	1.7728591382830128	0.5785697755149272,5.868544600938967,5.594405594405594,0,0,1.6420361247947455,0.4154549231408392,0,1.6185594820609657,3.278688524590164,2.1424745581146225,0,0,0,0,0,0,0,0
ENSMUSG00000026037	ENSMUST00000114325	chr1	-	1.8867924528301887	0.5785697755149272,5.868544600938967,5.594405594405594,0,0,1.6420361247947455,0.4154549231408392,0,1.6185594820609657,3.278688524590164,2.1424745581146225,0,0,0,0,0
ENSMUSG00000026037	ENSMUST00000151723	chr1	-	3.278688524590164	0.5785697755149272,3.278688524590164,0
ENSMUSG00000026037	ENSMUST00000190695	chr1	-	0.0	0.5785697755149272,0,0,0,0,0
ENSMUSG00000026037	ENSMUST00000191206	chr1	-	0.0	0.5785697755149272,0,0,0,0
ENSMUSG00000026039	ENSMUST00000027202	chr1	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026039	ENSMUST00000190746	chr1	+	0	0,0
ENSMUSG00000026917	ENSMUST00000113952	chr2	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026917	ENSMUST00000125088	chr2	+	0.0	0,0,0,0,0
ENSMUSG00000026917	ENSMUST00000140396	chr2	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026917	ENSMUST00000144315	chr2	+	0.0	0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000028282	chr2	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000077737	chr2	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000113941	chr2	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000126059	chr2	-	0	0,0,0
ENSMUSG00000026918	ENSMUST00000130932	chr2	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000138693	chr2	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000144758	chr2	-	0	0,0,0
ENSMUSG00000026918	ENSMUST00000147736	chr2	-	0	0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000154316	chr2	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000164296	chr2	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026919	ENSMUST00000028283	chr2	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000029684	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000098941	chr3	+	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000120697	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000124291	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000129294	chr3	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000136165	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000148881	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000156447	chr3	+	0.0	0,0,0,0
ENSMUSG00000028051	ENSMUST00000029686	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000028051	ENSMUST00000127654	chr3	-	0	0,0,0,0
ENSMUSG00000028051	ENSMUST00000132156	chr3	-	0	0,0,0,0,0
ENSMUSG00000028051	ENSMUST00000133368	chr3	-	0	0,0,0,0,0
ENSMUSG00000028053	ENSMUST00000090933	chr3	+	0.3834510595358224	0,1.3419216317767044,1.0636966587410837,0,0,0,0,0,0,0,0,0,1.550387596899225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028053	ENSMUST00000186583	chr3	+	0.43891990589557217	0,0.8099352051835853,1.3419216317767044,1.0636966587410837,0,0,0,0,0,0,0,0,0,1.550387596899225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028053	ENSMUST00000189824	chr3	+	0.0	0,0,0
ENSMUSG00000028053	ENSMUST00000198846	chr3	+	0.0	0,0,0
ENSMUSG00000028057	ENSMUST00000029692	chr3	+	1.4641288433382138	0,8.426966292134832,0,1.0360904852357105,0,0,0
ENSMUSG00000028057	ENSMUST00000165846	chr3	+	8.426966292134832	0,8.426966292134832,0,0
ENSMUSG00000028057	ENSMUST00000166234	chr3	+	1.4641288433382138	0,8.426966292134832,0,1.0360904852357105,0,0
ENSMUSG00000028057	ENSMUST00000170377	chr3	+	1.4641288433382138	0,8.426966292134832,0,1.0360904852357105,0,0,0
ENSMUSG00000028057	ENSMUST00000171645	chr3	+	1.4641288433382138	0,8.426966292134832,0,1.0360904852357105,0,0
ENSMUSG00000028057	ENSMUST00000172187	chr3	+	1.4641288433382138	0,8.426966292134832,1.0360904852357105,0,0
ENSMUSG00000028057	ENSMUST00000172252	chr3	+	1.4641288433382138	0,8.426966292134832,1.0360904852357105,0,0,0
ENSMUSG00000028057	ENSMUST00000172333	chr3	+	1.4641288433382138	0,8.426966292134832,0,1.0360904852357105,0,0,0
ENSMUSG00000028059	ENSMUST00000029694	chr3	+	0.7398404058553083	0,0.12898232942086935,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000107510	chr3	+	0.7398404058553083	0,0.12898232942086935,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000170653	chr3	+	0.7398404058553083	0,0.12898232942086935,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000175745	chr3	+	0.0	0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000175749	chr3	+	0.11767474699929394	0,0,0,0,1.6835016835016834,2.0
ENSMUSG00000028059	ENSMUST00000175779	chr3	+	0.6920115911941525	0,0.2510250188268764,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000175903	chr3	+	0.515713134568896	0,0,0,0,0.2510250188268764,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000175911	chr3	+	0.4663091629750525	0,0.15460729746444032,0,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0,2.0
ENSMUSG00000028059	ENSMUST00000176079	chr3	+	0.0	0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176123	chr3	+	0	0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176226	chr3	+	0.0	0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176243	chr3	+	0.11737089201877936	0,0.16265452179570594,0,0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176272	chr3	+	2.1079258010118043	0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000176301	chr3	+	0.0	0,0,2.0
ENSMUSG00000028059	ENSMUST00000176307	chr3	+	0.10792143319663285	0,0.1450536698578474,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176316	chr3	+	0.0	0,0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176400	chr3	+	0.09876543209876543	0,0.12898232942086935,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176401	chr3	+	0.09258401999814832	0,0.12898232942086935,0,0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176500	chr3	+	0.6902204391527544	0,0,0.2510250188268764,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000176514	chr3	+	0.49578582052553294	0,0,0,1.6835016835016834,2.0
ENSMUSG00000028059	ENSMUST00000176528	chr3	+	0.0	0,0,0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176539	chr3	+	0.19132653061224486	0,0,0.2510250188268764,0,0,0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000176804	chr3	+	0.7398404058553083	0,0.12898232942086935,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000176879	chr3	+	0.0	0,0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000177023	chr3	+	0.19052457767051947	0,0,0,0.2510250188268764,0,0,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000177091	chr3	+	0.6157635467980296	0,0,0,2.032520325203252,0,2.0
ENSMUSG00000028059	ENSMUST00000177099	chr3	+	2.5477707006369426	0,6.688963210702341,0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000177120	chr3	+	0.0	0,0,0,2.0
ENSMUSG00000028059	ENSMUST00000177303	chr3	+	0.7398404058553083	0,0.12898232942086935,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000177418	chr3	+	0.3794202458643193	0,0.12898232942086935,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,2.0
ENSMUSG00000028059	ENSMUST00000177498	chr3	+	0.6902204391527544	0,0,0.2510250188268764,0,0,0,0,0,0,0,2.032520325203252,0,6.607929515418502,0,1.3404825737265416,0.5428881650380022,6.688963210702341,0,0,0,0,2.573340195573855,0,2.0
ENSMUSG00000028059	ENSMUST00000212392	chr3	+	0.0	0,0,2.0
ENSMUSG00000028060	ENSMUST00000029696	chr3	+	4.044684129429892	2.0,10.964912280701753,4.496402877697841,31.25,3.855278766310795,27.397260273972602,0.5420054200542005,0,0,0,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000197300	chr3	+	0.20695364238410593	2.0,0.5420054200542005,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000198042	chr3	+	4.044684129429892	2.0,10.964912280701753,4.496402877697841,31.25,3.855278766310795,27.397260273972602,0.5420054200542005,0,0,0,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000198078	chr3	+	4.044684129429892	2.0,10.964912280701753,4.496402877697841,31.25,3.855278766310795,27.397260273972602,0.5420054200542005,0,0,0,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000198721	chr3	+	0.0	2.0,0,0,0
ENSMUSG00000028060	ENSMUST00000199684	chr3	+	4.044684129429892	2.0,10.964912280701753,4.496402877697841,31.25,3.855278766310795,27.397260273972602,0.5420054200542005,0,0,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000200364	chr3	+	5.6779775584696495	2.0,10.964912280701753,4.496402877697841,31.25,3.855278766310795,27.397260273972602,0.5420054200542005,0,0,0,0
ENSMUSG00000028060	ENSMUST00000200438	chr3	+	0	2.0,0,0,0
ENSMUSG00000028060	ENSMUST00000200588	chr3	+	10.964912280701755	2.0,10.964912280701753,0
ENSMUSG00000028060	ENSMUST00000200622	chr3	+	0	2.0,0,0,0
ENSMUSG00000028062	ENSMUST00000029698	chr3	-	23.58490566037736	0,0,0,23.58490566037736,0
ENSMUSG00000028062	ENSMUST00000119002	chr3	-	23.58490566037736	0,0,0,23.58490566037736,0
ENSMUSG00000028062	ENSMUST00000145172	chr3	-	23.58490566037736	0,23.58490566037736,0
ENSMUSG00000028062	ENSMUST00000145548	chr3	-	0	0,0,0
ENSMUSG00000028062	ENSMUST00000156421	chr3	-	23.58490566037736	0,0,23.58490566037736,0
ENSMUSG00000028063	ENSMUST00000029699	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028063	ENSMUST00000036252	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028063	ENSMUST00000120377	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028063	ENSMUST00000135494	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000028063	ENSMUST00000147537	chr3	-	0	0,0,0,0
ENSMUSG00000028063	ENSMUST00000149068	chr3	-	0	0,0,0,0
ENSMUSG00000028063	ENSMUST00000150496	chr3	-	0	0,0,0
ENSMUSG00000028064	ENSMUST00000029700	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000107531	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000123753	chr3	-	0	0,0,0
ENSMUSG00000028064	ENSMUST00000125526	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000127436	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000135539	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000135732	chr3	-	0	0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000141471	chr3	-	0	0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000146921	chr3	-	0	0,0,0
ENSMUSG00000028064	ENSMUST00000147200	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000149145	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000156108	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000165898	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000166237	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000169222	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000184487	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000184876	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000184972	chr3	-	0	0,0,0
ENSMUSG00000028064	ENSMUST00000185137	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000028066	ENSMUST00000056370	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000028066	ENSMUST00000191622	chr3	-	0	0,0,0
ENSMUSG00000028066	ENSMUST00000192365	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000028066	ENSMUST00000192909	chr3	-	0	0,0,0,0,0
ENSMUSG00000028066	ENSMUST00000193338	chr3	-	0	0,0,0,0
ENSMUSG00000028066	ENSMUST00000195899	chr3	-	0	0,0
ENSMUSG00000028066	ENSMUST00000198774	chr3	-	0	0,0
ENSMUSG00000031328	ENSMUST00000033699	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000101454	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000114299	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000124950	chrX	-	0	0,0,0,0
ENSMUSG00000031328	ENSMUST00000127463	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000127924	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000130007	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000130203	chrX	-	0	0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000133174	chrX	-	0	0,0,0
ENSMUSG00000031328	ENSMUST00000133288	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000133609	chrX	-	0	0,0,0
ENSMUSG00000031328	ENSMUST00000141528	chrX	-	0	0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000144429	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000150554	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000156766	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031378	ENSMUST00000002084	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031378	ENSMUST00000114461	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000002079	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000146812	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000147127	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000149478	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000155096	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031386	ENSMUST00000033761	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031386	ENSMUST00000114372	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031386	ENSMUST00000128136	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031386	ENSMUST00000128325	chrX	-	0	0,0,0,0
ENSMUSG00000031386	ENSMUST00000131091	chrX	-	0	0,0,0
ENSMUSG00000031386	ENSMUST00000156204	chrX	-	0	0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000114379	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000116578	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000135213	chrX	-	0	0,0,0,0
ENSMUSG00000031387	ENSMUST00000135711	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000144771	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000146371	chrX	-	0	0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000149130	chrX	-	0	0,0,0
ENSMUSG00000031387	ENSMUST00000150241	chrX	-	0	0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000155597	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000165359	chrX	-	0	0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000033763	chrX	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000096316	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000114387	chrX	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000114389	chrX	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000114390	chrX	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000114391	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000124446	chrX	-	0	0,0,0,0
ENSMUSG00000031388	ENSMUST00000139105	chrX	-	0	0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000141211	chrX	-	0	0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000143076	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000149591	chrX	-	0	0,0,0
ENSMUSG00000031388	ENSMUST00000153929	chrX	-	0	0,0,0
ENSMUSG00000031389	ENSMUST00000064376	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000114404	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031389	ENSMUST00000114405	chrX	-	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
