#gene_id	transcript_id	chr	strand	transcript_intron_reads_FPK	intron_reads_FPK
ENSMUSG00000026028	ENSMUST00000172685	chr1	-	0	0,0,0
ENSMUSG00000026028	ENSMUST00000174359	chr1	-	0	0,0,0,0
ENSMUSG00000026029	ENSMUST00000027189	chr1	+	2.3866348448687353	0,2.3866348448687353,0,0,0,0,0,0,0,0
ENSMUSG00000026029	ENSMUST00000165549	chr1	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026029	ENSMUST00000190213	chr1	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026029	ENSMUST00000191201	chr1	+	2.3866348448687353	0,2.3866348448687353,0,0,0,0,0,0,0,0,0
ENSMUSG00000026031	ENSMUST00000069333	chr1	+	13.694064895325234	2.6666666666666665,10.498687664041995,14.20576840292725,24.481106971793505,19.68911917098446,12.458471760797343,13.186813186813186,6.134969325153374,14.434998228834575,13.874066168623266,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000097722	chr1	+	13.599170220122161	2.6666666666666665,11.757789535567314,10.498687664041995,14.20576840292725,24.481106971793505,19.68911917098446,12.458471760797343,13.186813186813186,6.134969325153374,14.434998228834575,13.874066168623266,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000097723	chr1	+	11.757789535567314	2.6666666666666665,11.757789535567314,0,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000114309	chr1	+	13.82138517618469	2.6666666666666665,10.498687664041995,14.20576840292725,24.481106971793505,19.68911917098446,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000114313	chr1	+	13.599170220122161	2.6666666666666665,10.719439290867863,14.20576840292725,24.481106971793505,19.68911917098446,12.458471760797343,13.186813186813186,6.134969325153374,14.434998228834575,13.874066168623266,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000123032	chr1	+	14.54116722342307	2.6666666666666665,40.899795501022496,19.68911917098446,12.458471760797343,13.186813186813186,6.134969325153374,14.434998228834575,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000123553	chr1	+	13.638271086865297	2.6666666666666665,13.638271086865297,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000124567	chr1	+	11.757789535567314	2.6666666666666665,11.757789535567314,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000140940	chr1	+	13.599170220122161	2.6666666666666665,11.757789535567314,10.498687664041995,18.8005711565921,19.68911917098446,12.458471760797343,13.186813186813186,6.134969325153374,14.434998228834575,13.874066168623266,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000149874	chr1	+	11.757789535567314	2.6666666666666665,11.757789535567314,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000156870	chr1	+	11.757789535567314	2.6666666666666665,11.757789535567314,0,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000164900	chr1	+	13.16168009205984	2.6666666666666665,11.757789535567314,10.498687664041995,18.8005711565921,1.3333333333333333
ENSMUSG00000026031	ENSMUST00000189858	chr1	+	0	2.6666666666666665,1.3333333333333333
ENSMUSG00000026032	ENSMUST00000027193	chr1	+	17.12406441369925	0,12.898845892735913,21.368492839281654,4.0
ENSMUSG00000026034	ENSMUST00000034868	chr1	-	0	0.8020164986251146,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000123580	chr1	-	0	0.8020164986251146,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000129303	chr1	-	0	0.8020164986251146,0,0,0
ENSMUSG00000026034	ENSMUST00000129577	chr1	-	0	0.8020164986251146,0,0,0,0
ENSMUSG00000026034	ENSMUST00000131051	chr1	-	0	0.8020164986251146,0,0
ENSMUSG00000026034	ENSMUST00000135380	chr1	-	0	0.8020164986251146,0,0,0,0
ENSMUSG00000026034	ENSMUST00000139787	chr1	-	0	0.8020164986251146,0,0
ENSMUSG00000026034	ENSMUST00000141570	chr1	-	0	0.8020164986251146,0,0,0
ENSMUSG00000026034	ENSMUST00000147258	chr1	-	0	0.8020164986251146,0,0
ENSMUSG00000026034	ENSMUST00000148330	chr1	-	0	0.8020164986251146,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000151338	chr1	-	0	0.8020164986251146,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000156931	chr1	-	0	0.8020164986251146,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026034	ENSMUST00000186552	chr1	-	0	0.8020164986251146,0,0,0,0,0
ENSMUSG00000026035	ENSMUST00000081677	chr1	-	6.311992786293959	0,0,0,0,0,3.1982942430703623,23.391812865497073,0
ENSMUSG00000026035	ENSMUST00000114345	chr1	-	6.311992786293959	0,0,0,0,3.1982942430703623,23.391812865497073,0
ENSMUSG00000026035	ENSMUST00000114348	chr1	-	6.311992786293959	0,0,0,0,0,3.1982942430703623,23.391812865497073,0
ENSMUSG00000026035	ENSMUST00000117069	chr1	-	6.311992786293959	0,0,0,0,0,3.1982942430703623,23.391812865497073,0
ENSMUSG00000026035	ENSMUST00000124550	chr1	-	6.311992786293959	0,0,0,3.1982942430703623,23.391812865497073,0
ENSMUSG00000026035	ENSMUST00000185990	chr1	-	6.311992786293959	0,0,0,0,3.1982942430703623,23.391812865497073,0
ENSMUSG00000026035	ENSMUST00000186242	chr1	-	0	0,0,0
ENSMUSG00000026035	ENSMUST00000188896	chr1	-	0	0,0
ENSMUSG00000026035	ENSMUST00000190048	chr1	-	6.311992786293959	0,0,0,0,3.1982942430703623,23.391812865497073,0
ENSMUSG00000026036	ENSMUST00000087521	chr1	+	2.37383506242307	0.6666666666666666,1.633097441480675,5.400098183603338,3.248862897985705,1.6835016835016834,0.6684491978609626,1.5257857796765335,0
ENSMUSG00000026036	ENSMUST00000114337	chr1	+	1.3493408988686295	0.6666666666666666,1.633097441480675,5.400098183603338,3.248862897985705,1.6835016835016834,0.6684491978609626,0.8170719984619821,0
ENSMUSG00000026036	ENSMUST00000129759	chr1	+	3.613835828600929	0.6666666666666666,1.633097441480675,4.642525533890436,6.25,0
ENSMUSG00000026036	ENSMUST00000140723	chr1	+	2.7011383368705384	0.6666666666666666,6.25,3.248862897985705,1.6835016835016834,0.6684491978609626,0
ENSMUSG00000026036	ENSMUST00000151272	chr1	+	1.1474469305794608	0.6666666666666666,1.2055455093429777,0,0
ENSMUSG00000026036	ENSMUST00000171597	chr1	+	2.5165146272412704	0.6666666666666666,5.400098183603338,3.248862897985705,1.6835016835016834,0.6684491978609626,1.5257857796765335,0
ENSMUSG00000026036	ENSMUST00000185578	chr1	+	0	0.6666666666666666,0
ENSMUSG00000026036	ENSMUST00000188295	chr1	+	1.5257857796765335	0.6666666666666666,1.5257857796765335,0
ENSMUSG00000026037	ENSMUST00000027198	chr1	-	1.289352100569464	0.2892848877574636,4.107981220657277,3.4965034965034967,0,0.9090909090909091,0,0.4154549231408392,1.3404825737265416,0.8092797410304828,1.639344262295082,2.1424745581146225,0,0,0,0,0,0,0,0
ENSMUSG00000026037	ENSMUST00000114325	chr1	-	1.3722126929674099	0.2892848877574636,4.107981220657277,3.4965034965034967,0,0.9090909090909091,0,0.4154549231408392,1.3404825737265416,0.8092797410304828,1.639344262295082,2.1424745581146225,0,0,0,0,0
ENSMUSG00000026037	ENSMUST00000151723	chr1	-	1.639344262295082	0.2892848877574636,1.639344262295082,0
ENSMUSG00000026037	ENSMUST00000190695	chr1	-	0.0	0.2892848877574636,0,0,0,0,0
ENSMUSG00000026037	ENSMUST00000191206	chr1	-	0.0	0.2892848877574636,0,0,0,0
ENSMUSG00000026039	ENSMUST00000027202	chr1	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026039	ENSMUST00000190746	chr1	+	0	0,0
ENSMUSG00000026917	ENSMUST00000113952	chr2	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026917	ENSMUST00000125088	chr2	+	0.0	0,0,0,0,0
ENSMUSG00000026917	ENSMUST00000140396	chr2	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026917	ENSMUST00000144315	chr2	+	0.0	0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000028282	chr2	-	0	0.4206098843322818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000077737	chr2	-	0	0.4206098843322818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000113941	chr2	-	0	0.4206098843322818,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000126059	chr2	-	0	0.4206098843322818,0,0
ENSMUSG00000026918	ENSMUST00000130932	chr2	-	0	0.4206098843322818,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000138693	chr2	-	0	0.4206098843322818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000144758	chr2	-	0	0.4206098843322818,0,0
ENSMUSG00000026918	ENSMUST00000147736	chr2	-	0	0.4206098843322818,0,0,0,0
ENSMUSG00000026918	ENSMUST00000154316	chr2	-	0	0.4206098843322818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026918	ENSMUST00000164296	chr2	-	0	0.4206098843322818,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026919	ENSMUST00000028283	chr2	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000029684	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000098941	chr3	+	0.0	0,0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000120697	chr3	+	0.0	0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000124291	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000129294	chr3	+	0.0	0,0,0,0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000136165	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000148881	chr3	+	0.0	0,0,0,0,0
ENSMUSG00000028049	ENSMUST00000156447	chr3	+	0.0	0,0,0,0
ENSMUSG00000028051	ENSMUST00000029686	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000028051	ENSMUST00000127654	chr3	-	0	0,0,0,0
ENSMUSG00000028051	ENSMUST00000132156	chr3	-	0	0,0,0,0,0
ENSMUSG00000028051	ENSMUST00000133368	chr3	-	0	0,0,0,0,0
ENSMUSG00000028053	ENSMUST00000090933	chr3	+	0.3128153380423814	0.6666666666666666,0.8722490606548577,1.1262670504317356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028053	ENSMUST00000186583	chr3	+	0.4476983040134836	0.6666666666666666,1.3498920086393087,0.8722490606548577,1.1262670504317356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028053	ENSMUST00000189824	chr3	+	0.0	0.6666666666666666,0,0
ENSMUSG00000028053	ENSMUST00000198846	chr3	+	0.0	0.6666666666666666,0,0
ENSMUSG00000028057	ENSMUST00000029692	chr3	+	1.952171791117618	0,0,0,2.072180970471421,0,0,0
ENSMUSG00000028057	ENSMUST00000165846	chr3	+	0.0	0,0,0,0
ENSMUSG00000028057	ENSMUST00000166234	chr3	+	1.952171791117618	0,0,0,2.072180970471421,0,0
ENSMUSG00000028057	ENSMUST00000170377	chr3	+	1.952171791117618	0,0,0,2.072180970471421,0,0,0
ENSMUSG00000028057	ENSMUST00000171645	chr3	+	1.952171791117618	0,0,0,2.072180970471421,0,0
ENSMUSG00000028057	ENSMUST00000172187	chr3	+	1.952171791117618	0,0,2.072180970471421,0,0
ENSMUSG00000028057	ENSMUST00000172252	chr3	+	1.952171791117618	0,0,2.072180970471421,0,0,0
ENSMUSG00000028057	ENSMUST00000172333	chr3	+	1.952171791117618	0,0,0,2.072180970471421,0,0,0
ENSMUSG00000028059	ENSMUST00000029694	chr3	+	1.0569148655075833	0,0.6449116471043468,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000107510	chr3	+	1.0569148655075833	0,0.6449116471043468,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000170653	chr3	+	1.0569148655075833	0,0.6449116471043468,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000175745	chr3	+	0.963855421686747	0,0,1.010611419909045,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000175749	chr3	+	0.0	0,0,0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000175779	chr3	+	0.9082652134423251	0,0.5020500376537528,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000175903	chr3	+	0.6768734891216761	0,0,0,0,0.5020500376537528,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000175911	chr3	+	1.0880547136084557	0,0.6184291898577613,0,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176079	chr3	+	0.0	0,0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176123	chr3	+	0	0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176226	chr3	+	0.0	0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176243	chr3	+	0.5868544600938967	0,0.48796356538711777,1.010611419909045,0,0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176272	chr3	+	0.42158516020236086	0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176301	chr3	+	3.125	0,3.125,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176307	chr3	+	0.6475285991797971	0,0.5802146794313896,1.010611419909045,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176316	chr3	+	0.8080808080808081	0,0,1.010611419909045,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176400	chr3	+	0.6913580246913581	0,0.6449116471043468,1.010611419909045,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176401	chr3	+	0.6480881399870383	0,0.6449116471043468,1.010611419909045,0,0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176500	chr3	+	0.9059143263879902	0,0,0.5020500376537528,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176514	chr3	+	0.0	0,0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176528	chr3	+	0.0	0,0,0,0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176539	chr3	+	0.510204081632653	0,0,0.5020500376537528,1.010611419909045,0,0,0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176804	chr3	+	1.0569148655075833	0,0.6449116471043468,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000176879	chr3	+	0.8080808080808081	0,0,1.010611419909045,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000177023	chr3	+	0.5080655404547186	0,0,0,0.5020500376537528,1.010611419909045,0,0,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000177091	chr3	+	2.4630541871921183	0,0,3.125,4.065040650406504,7.352941176470588,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000177099	chr3	+	2.5477707006369426	0,3.3444816053511706,7.8125,0,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000177120	chr3	+	0.9606147934678194	0,0,1.010611419909045,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000177303	chr3	+	1.0569148655075833	0,0.6449116471043468,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000177418	chr3	+	1.0623766884200943	0,0.6449116471043468,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000177498	chr3	+	0.9059143263879902	0,0,0.5020500376537528,1.010611419909045,0,0,0,0,0,3.125,4.065040650406504,7.352941176470588,6.607929515418502,0,1.3404825737265416,1.0857763300760044,3.3444816053511706,0,7.8125,0,0,0.514668039114771,0,2.6666666666666665
ENSMUSG00000028059	ENSMUST00000212392	chr3	+	0.0	0,0,2.6666666666666665
ENSMUSG00000028060	ENSMUST00000029696	chr3	+	4.429892141756548	2.0,4.385964912280701,9.892086330935252,34.375,3.558718861209964,23.972602739726025,1.6260162601626016,0,0,0,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000197300	chr3	+	0.6208609271523179	2.0,1.6260162601626016,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000198042	chr3	+	4.429892141756548	2.0,4.385964912280701,9.892086330935252,34.375,3.558718861209964,23.972602739726025,1.6260162601626016,0,0,0,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000198078	chr3	+	4.429892141756548	2.0,4.385964912280701,9.892086330935252,34.375,3.558718861209964,23.972602739726025,1.6260162601626016,0,0,0,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000198721	chr3	+	0.0	2.0,0,0,0
ENSMUSG00000028060	ENSMUST00000199684	chr3	+	4.429892141756548	2.0,4.385964912280701,9.892086330935252,34.375,3.558718861209964,23.972602739726025,1.6260162601626016,0,0,0,0,0,0,0
ENSMUSG00000028060	ENSMUST00000200364	chr3	+	6.21873732594295	2.0,4.385964912280701,9.892086330935252,34.375,3.558718861209964,23.972602739726025,1.6260162601626016,0,0,0,0
ENSMUSG00000028060	ENSMUST00000200438	chr3	+	0	2.0,0,0,0
ENSMUSG00000028060	ENSMUST00000200588	chr3	+	4.385964912280701	2.0,4.385964912280701,0
ENSMUSG00000028060	ENSMUST00000200622	chr3	+	0	2.0,0,0,0
ENSMUSG00000028062	ENSMUST00000029698	chr3	-	33.0188679245283	0,0,0,33.0188679245283,0.05509338328466751
ENSMUSG00000028062	ENSMUST00000119002	chr3	-	33.0188679245283	0,0,0,33.0188679245283,0.05509338328466751
ENSMUSG00000028062	ENSMUST00000145172	chr3	-	33.0188679245283	0,33.0188679245283,0.05509338328466751
ENSMUSG00000028062	ENSMUST00000145548	chr3	-	0	0,0,0.05509338328466751
ENSMUSG00000028062	ENSMUST00000156421	chr3	-	33.0188679245283	0,0,33.0188679245283,0.05509338328466751
ENSMUSG00000028063	ENSMUST00000029699	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028063	ENSMUST00000036252	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028063	ENSMUST00000120377	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028063	ENSMUST00000135494	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000028063	ENSMUST00000147537	chr3	-	0	0,0,0,0
ENSMUSG00000028063	ENSMUST00000149068	chr3	-	0	0,0,0,0
ENSMUSG00000028063	ENSMUST00000150496	chr3	-	0	0,0,0
ENSMUSG00000028064	ENSMUST00000029700	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000107531	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000123753	chr3	-	0	0,0,0
ENSMUSG00000028064	ENSMUST00000125526	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000127436	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000135539	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000135732	chr3	-	0	0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000141471	chr3	-	0	0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000146921	chr3	-	0	0,0,0
ENSMUSG00000028064	ENSMUST00000147200	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000149145	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000156108	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000165898	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000166237	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000169222	chr3	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000184487	chr3	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000184876	chr3	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000028064	ENSMUST00000184972	chr3	-	0	0,0,0
ENSMUSG00000028064	ENSMUST00000185137	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000028066	ENSMUST00000056370	chr3	-	0	0,0,0,0,0,0
ENSMUSG00000028066	ENSMUST00000191622	chr3	-	0	0,0,0
ENSMUSG00000028066	ENSMUST00000192365	chr3	-	0	0,0,0,0,0,0,0
ENSMUSG00000028066	ENSMUST00000192909	chr3	-	0	0,0,0,0,0
ENSMUSG00000028066	ENSMUST00000193338	chr3	-	0	0,0,0,0
ENSMUSG00000028066	ENSMUST00000195899	chr3	-	0	0,0
ENSMUSG00000028066	ENSMUST00000198774	chr3	-	0	0,0
ENSMUSG00000031328	ENSMUST00000033699	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000101454	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000114299	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000124950	chrX	-	0	0,0,0,0
ENSMUSG00000031328	ENSMUST00000127463	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000127924	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000130007	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000130203	chrX	-	0	0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000133174	chrX	-	0	0,0,0
ENSMUSG00000031328	ENSMUST00000133288	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000133609	chrX	-	0	0,0,0
ENSMUSG00000031328	ENSMUST00000141528	chrX	-	0	0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000144429	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000150554	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031328	ENSMUST00000156766	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031378	ENSMUST00000002084	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031378	ENSMUST00000114461	chrX	+	0.0	0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000002079	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000146812	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000147127	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000149478	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031385	ENSMUST00000155096	chrX	+	0.0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031386	ENSMUST00000033761	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031386	ENSMUST00000114372	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031386	ENSMUST00000128136	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031386	ENSMUST00000128325	chrX	-	0	0,0,0,0
ENSMUSG00000031386	ENSMUST00000131091	chrX	-	0	0,0,0
ENSMUSG00000031386	ENSMUST00000156204	chrX	-	0	0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000114379	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000116578	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000135213	chrX	-	0	0,0,0,0
ENSMUSG00000031387	ENSMUST00000135711	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000144771	chrX	-	0	0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000146371	chrX	-	0	0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000149130	chrX	-	0	0,0,0
ENSMUSG00000031387	ENSMUST00000150241	chrX	-	0	0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000155597	chrX	-	0	0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031387	ENSMUST00000165359	chrX	-	0	0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000033763	chrX	-	0	0,0,0,0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000096316	chrX	-	0	0,0,0,0,0,0,0,0
ENSMUSG00000031388	ENSMUST00000114387	chrX	-	0	0,0,0,0,0,0,0,0,0
